Row ID,Order ID,Product Name,Category,Sales,Quantity,Discount,Profit
372,CA-2022-472267,Laptop Stand,Office Supplies,1624.84,2,0.1,333.1
373,CA-2020-696033,Bookcase,Furniture,485.26,2,0.2,-73.27
374,CA-2024-810465,Binder,Office Supplies,945.32,2,0.4,166.72
375,CA-2020-781818,Desk Accessories,Office Supplies,495.85,6,0.3,72.59
376,CA-2019-898626,Binder,Office Supplies,1294.55,3,0.0,248.49
377,CA-2020-325318,Desk Accessories,Furniture,1975.2,3,0.2,-41.58
378,CA-2019-133797,Laptop Stand,Furniture,671.05,7,0.0,-115.87
379,CA-2023-575265,Office Chair,Office Supplies,226.3,3,0.2,-47.66
380,CA-2023-119475,Office Chair,Furniture,981.07,5,0.1,197.92
381,CA-2022-283888,Mouse,Office Supplies,1655.3,3,0.4,-127.5
382,CA-2020-766158,Address Labels,Technology,1311.69,9,0.0,-241.25
383,CA-2024-123501,Conference Table,Technology,1595.79,7,0.2,464.24
384,CA-2019-944347,Storage Drawer,Technology,404.23,8,0.2,47.05
385,CA-2022-326191,Office Chair,Technology,725.98,6,0.0,165.85
386,CA-2021-768475,Storage Drawer,Office Supplies,75.96,6,0.1,19.29
387,CA-2021-845657,Notebook,Office Supplies,874.3,5,0.0,5.16
388,CA-2022-767903,Office Chair,Furniture,877.99,3,0.1,-4.44
389,CA-2022-709338,Binder,Furniture,1973.98,4,0.4,120.7
390,CA-2023-479351,Laptop Stand,Furniture,434.87,5,0.4,-105.74
391,CA-2023-458141,Office Chair,Technology,56.92,7,0.4,-4.43
392,CA-2022-871097,Paper Shredder,Office Supplies,1361.62,3,0.3,195.11
393,CA-2023-767929,Monitor,Technology,1481.97,4,0.3,4.92
394,CA-2022-493011,Bookcase,Furniture,628.09,3,0.2,88.4
395,CA-2020-595951,Desk Lamp,Furniture,853.28,10,0.3,-61.37
396,CA-2020-405188,Keyboard,Office Supplies,1219.57,2,0.0,-42.41
397,CA-2022-467899,Laptop Stand,Office Supplies,1693.64,3,0.3,-396.54
398,CA-2022-744261,Laptop Stand,Technology,310.68,1,0.0,46.33
399,CA-2020-815389,Printer,Furniture,526.72,2,0.2,-59.22
400,CA-2021-277916,Laptop Stand,Office Supplies,475.84,6,0.4,47.73
401,CA-2019-904102,Storage Drawer,Technology,1055.31,6,0.4,369.24
402,CA-2022-547106,Mouse,Office Supplies,566.2,1,0.0,63.19
403,CA-2024-342559,Office Chair,Furniture,305.67,2,0.4,61.86
404,CA-2024-297950,Storage Drawer,Office Supplies,199.59,2,0.3,57.28
405,CA-2021-875516,Binder,Office Supplies,378.47,7,0.3,70.12
406,CA-2020-274760,Printer,Technology,619.07,8,0.2,92.39
407,CA-2020-976220,Desk Accessories,Furniture,1410.48,5,0.1,184.15
408,CA-2022-490662,Binder,Office Supplies,808.25,2,0.4,159.62
409,CA-2024-961904,Office Chair,Furniture,30.51,2,0.1,-0.71
410,CA-2024-928305,Desk Lamp,Furniture,548.87,9,0.0,88.96
411,CA-2021-731246,Desk Lamp,Office Supplies,570.21,2,0.3,84.49
412,CA-2024-709092,Storage Drawer,Furniture,441.69,7,0.1,122.04
413,CA-2022-732761,Storage Drawer,Technology,1588.47,6,0.0,506.73
414,CA-2023-727040,Conference Table,Technology,1160.93,3,0.0,56.21
415,CA-2021-536106,Laptop Stand,Office Supplies,342.05,6,0.1,-5.66
416,CA-2023-674523,Office Chair,Technology,608.88,4,0.1,-32.13
417,CA-2022-540882,Keyboard,Technology,896.51,4,0.3,-124.51
418,CA-2021-960521,Storage Drawer,Furniture,1455.9,6,0.0,-243.45
419,CA-2019-857287,Paper Shredder,Office Supplies,1258.04,6,0.1,222.08
420,CA-2023-429673,Office Chair,Furniture,1516.02,7,0.3,-67.41
421,CA-2023-660893,Bookcase,Office Supplies,1424.38,6,0.3,324.32
422,CA-2024-281418,Desk Accessories,Furniture,514.41,3,0.3,-57.97
423,CA-2023-735534,Binder,Office Supplies,994.61,9,0.4,-224.38
424,CA-2021-332105,Keyboard,Furniture,675.58,5,0.2,166.21
425,CA-2023-273535,Desk Lamp,Technology,720.61,1,0.1,-123.01
426,CA-2024-428482,Storage Drawer,Furniture,1557.6,8,0.3,389.32
427,CA-2024-419359,Notebook,Furniture,1572.49,9,0.0,67.69
428,CA-2021-790754,Printer,Office Supplies,655.97,3,0.1,217.68
429,CA-2020-152337,Binder,Furniture,1817.36,4,0.3,390.07
430,CA-2021-746218,Laptop Stand,Office Supplies,891.88,6,0.4,123.31
431,CA-2019-272632,Address Labels,Office Supplies,659.58,5,0.3,77.12
432,CA-2019-549510,Monitor,Furniture,344.61,2,0.1,-33.59
433,CA-2023-325827,Desk Accessories,Office Supplies,491.54,4,0.2,-40.05
434,CA-2021-106304,Notebook,Technology,764.45,7,0.3,-123.0
435,CA-2022-565197,Bookcase,Technology,1782.53,5,0.4,587.12
436,CA-2019-349915,Address Labels,Technology,665.51,4,0.3,-41.67
437,CA-2022-118201,Laptop Stand,Furniture,575.49,7,0.2,-21.02
438,CA-2019-105441,Desk Lamp,Office Supplies,202.14,6,0.3,12.06
439,CA-2022-103430,Monitor,Furniture,877.95,2,0.2,-203.08
440,CA-2021-985224,Conference Table,Technology,1407.84,9,0.3,88.25
441,CA-2020-491950,Monitor,Technology,705.52,4,0.3,155.76
442,CA-2023-893552,Storage Drawer,Office Supplies,1318.2,7,0.0,460.3
443,CA-2020-139629,Mouse,Office Supplies,501.52,5,0.1,105.22
444,CA-2022-333379,Monitor,Office Supplies,1621.2,10,0.2,418.34
445,CA-2021-952129,Laptop Stand,Office Supplies,303.76,8,0.0,-64.8
446,CA-2021-956010,Conference Table,Technology,1672.1,7,0.0,346.27
447,CA-2024-795719,Address Labels,Technology,1017.13,6,0.4,193.45
448,CA-2021-274694,Bookcase,Technology,596.87,8,0.1,182.32
449,CA-2024-304617,Binder,Office Supplies,344.07,1,0.3,117.07
450,CA-2021-125906,Paper Shredder,Furniture,1747.21,7,0.1,-326.35
451,CA-2019-852748,Notebook,Office Supplies,1590.97,8,0.4,279.04
452,CA-2023-342330,Keyboard,Office Supplies,439.35,7,0.0,127.59
453,CA-2024-149277,Bookcase,Office Supplies,1013.3,10,0.3,55.49
454,CA-2020-554995,Keyboard,Furniture,1012.62,7,0.1,187.65
455,CA-2019-318034,Mouse,Technology,1432.54,4,0.3,-286.83
456,CA-2022-306752,Notebook,Furniture,1095.0,5,0.3,26.65
457,CA-2024-831846,Address Labels,Technology,1951.29,6,0.2,-418.65
458,CA-2019-103454,Laptop Stand,Office Supplies,1607.16,1,0.4,-271.9
459,CA-2024-475068,Notebook,Furniture,819.99,7,0.2,-135.32
460,CA-2020-875033,Address Labels,Furniture,478.48,9,0.2,-74.85
461,CA-2020-906382,Bookcase,Technology,1670.46,1,0.4,-327.12
462,CA-2021-360180,Address Labels,Technology,73.52,1,0.0,8.23
463,CA-2022-786000,Monitor,Office Supplies,1739.28,4,0.1,224.56
464,CA-2020-116415,Keyboard,Technology,1116.5,5,0.3,176.42
465,CA-2020-679692,Conference Table,Office Supplies,624.57,10,0.0,52.27
466,CA-2022-272322,Desk Lamp,Furniture,929.66,9,0.0,-150.77
467,CA-2022-893744,Storage Drawer,Technology,85.89,5,0.0,4.07
468,CA-2019-961876,Notebook,Technology,890.0,3,0.3,-103.08
469,CA-2021-292786,Office Chair,Office Supplies,1117.28,2,0.4,143.05
470,CA-2021-245987,Office Chair,Office Supplies,1695.65,4,0.2,306.12
471,CA-2020-935545,Keyboard,Office Supplies,1615.27,5,0.4,35.38
472,CA-2023-264045,Desk Lamp,Furniture,1737.81,10,0.3,256.3
473,CA-2019-118541,Storage Drawer,Office Supplies,1560.7,7,0.3,69.95
474,CA-2022-658696,Mouse,Technology,1128.37,6,0.3,80.08
475,CA-2023-946344,Notebook,Office Supplies,858.4,10,0.3,-44.86
476,CA-2021-604873,Laptop Stand,Office Supplies,1148.41,4,0.0,20.46
477,CA-2024-517054,Laptop Stand,Furniture,1751.65,10,0.4,13.42
478,CA-2020-140971,Printer,Office Supplies,449.05,7,0.2,70.52
479,CA-2024-943801,Address Labels,Office Supplies,730.18,5,0.3,245.1
480,CA-2024-490094,Notebook,Furniture,1436.27,10,0.3,99.84
481,CA-2022-403063,Bookcase,Technology,1867.65,1,0.1,-235.46
482,CA-2024-128394,Mouse,Furniture,448.0,10,0.1,-27.74
483,CA-2020-589476,Conference Table,Technology,880.48,3,0.1,72.72
484,CA-2022-855966,Keyboard,Office Supplies,1816.16,10,0.0,-393.4
485,CA-2024-622445,Mouse,Furniture,459.69,10,0.2,83.25
486,CA-2024-800540,Bookcase,Office Supplies,1562.17,4,0.2,259.53
487,CA-2021-874956,Printer,Furniture,305.76,4,0.3,72.42
488,CA-2021-489272,Paper Shredder,Office Supplies,1766.88,1,0.3,-154.12
489,CA-2019-600512,Printer,Technology,279.82,1,0.4,36.04
490,CA-2022-832689,Office Chair,Furniture,1280.7,10,0.2,197.9
491,CA-2023-380862,Bookcase,Office Supplies,127.04,2,0.4,32.47
492,CA-2020-997199,Conference Table,Technology,519.03,5,0.2,160.07
493,CA-2023-342410,Desk Accessories,Technology,1547.44,2,0.1,97.25
494,CA-2020-590340,Desk Accessories,Furniture,1208.49,5,0.3,401.58
495,CA-2021-729076,Mouse,Office Supplies,422.41,9,0.2,67.64
496,CA-2019-994485,Conference Table,Furniture,1473.56,3,0.4,231.06
497,CA-2022-981911,Address Labels,Technology,605.0,4,0.1,-30.21
498,CA-2021-141998,Bookcase,Office Supplies,1504.02,7,0.2,-47.68
499,CA-2023-627367,Address Labels,Office Supplies,278.21,1,0.0,-13.64
500,CA-2020-958029,Mouse,Office Supplies,1525.58,7,0.0,109.69
501,CA-2022-551642,Notebook,Furniture,718.19,2,0.1,158.24
502,CA-2022-440040,Desk Lamp,Furniture,1446.89,1,0.0,-159.18
503,CA-2021-660332,Monitor,Technology,1920.45,1,0.3,-331.73
504,CA-2024-292618,Paper Shredder,Office Supplies,865.39,8,0.0,-82.68
505,CA-2023-166241,Keyboard,Office Supplies,925.91,9,0.0,-183.48
506,CA-2021-230144,Notebook,Office Supplies,446.25,5,0.4,137.24
507,CA-2023-603324,Laptop Stand,Office Supplies,1679.13,3,0.4,157.59
508,CA-2023-256410,Notebook,Technology,1842.63,7,0.2,-15.39
509,CA-2023-829373,Paper Shredder,Furniture,1191.18,2,0.3,-283.45
510,CA-2022-873208,Conference Table,Furniture,1578.51,7,0.0,-346.75
511,CA-2021-320943,Storage Drawer,Technology,1218.91,8,0.1,-55.15
512,CA-2020-730256,Office Chair,Furniture,756.54,10,0.4,-100.03
513,CA-2020-897668,Desk Lamp,Furniture,1687.71,6,0.3,345.91
514,CA-2021-765154,Desk Accessories,Office Supplies,141.55,9,0.2,47.84
515,CA-2020-140559,Notebook,Office Supplies,863.14,3,0.2,-133.85
516,CA-2020-618221,Address Labels,Technology,1610.57,6,0.2,506.73
517,CA-2020-522411,Desk Accessories,Technology,781.07,7,0.4,-113.99
518,CA-2023-588405,Keyboard,Office Supplies,1949.04,4,0.4,-166.84
519,CA-2024-318287,Conference Table,Office Supplies,1319.02,5,0.0,105.41
520,CA-2022-447685,Printer,Technology,421.41,6,0.2,24.82
521,CA-2023-466566,Notebook,Technology,381.92,7,0.4,-16.13
522,CA-2019-502931,Binder,Office Supplies,22.56,10,0.3,-4.95
523,CA-2023-794980,Paper Shredder,Furniture,594.37,4,0.0,-68.71
524,CA-2020-926630,Conference Table,Furniture,504.4,6,0.2,167.72
525,CA-2022-607685,Storage Drawer,Furniture,1311.09,8,0.0,73.91
526,CA-2024-857398,Bookcase,Furniture,1700.48,8,0.4,520.93
527,CA-2019-355977,Laptop Stand,Technology,1165.95,5,0.4,-138.13
528,CA-2023-155395,Monitor,Office Supplies,1446.54,10,0.1,283.37
529,CA-2020-972437,Monitor,Technology,309.07,8,0.4,-21.85
530,CA-2019-788033,Binder,Technology,1739.05,4,0.3,-150.17
531,CA-2022-130344,Office Chair,Furniture,1561.32,7,0.1,-44.68
532,CA-2024-416791,Bookcase,Office Supplies,541.16,10,0.3,-31.51
533,CA-2020-472783,Desk Accessories,Furniture,1165.74,6,0.2,-113.11
534,CA-2019-125734,Office Chair,Technology,886.67,2,0.0,212.41
535,CA-2020-677080,Desk Accessories,Technology,1104.85,10,0.2,368.39
536,CA-2021-184307,Bookcase,Technology,1808.48,1,0.2,413.72
537,CA-2019-271415,Conference Table,Office Supplies,548.9,7,0.2,83.29
538,CA-2024-801034,Address Labels,Office Supplies,855.93,7,0.0,229.19
539,CA-2022-171858,Mouse,Furniture,1603.16,5,0.2,474.64
540,CA-2021-955522,Paper Shredder,Technology,1060.48,7,0.3,180.13
541,CA-2023-800769,Conference Table,Office Supplies,315.11,4,0.3,105.69
542,CA-2024-441919,Binder,Technology,1851.44,1,0.4,-85.58
543,CA-2020-580293,Mouse,Office Supplies,1311.64,10,0.4,218.86
544,CA-2019-738258,Mouse,Furniture,1463.01,7,0.1,400.85
545,CA-2019-633739,Address Labels,Office Supplies,29.67,5,0.2,2.07
546,CA-2019-703274,Storage Drawer,Furniture,1720.79,4,0.2,208.33
547,CA-2024-518928,Address Labels,Technology,1944.97,2,0.3,-69.26
548,CA-2021-811803,Laptop Stand,Office Supplies,954.76,8,0.1,-190.76
549,CA-2022-537733,Binder,Technology,1511.34,9,0.2,-367.26
550,CA-2021-359978,Notebook,Furniture,430.85,1,0.3,86.37
551,CA-2019-776325,Office Chair,Technology,308.37,5,0.1,58.81
552,CA-2019-837854,Keyboard,Furniture,1380.12,8,0.3,-315.86
553,CA-2024-554525,Storage Drawer,Furniture,1800.09,9,0.3,117.19
554,CA-2022-578033,Keyboard,Technology,979.32,6,0.2,58.66
555,CA-2020-654891,Bookcase,Office Supplies,453.81,1,0.2,27.5
556,CA-2023-186714,Monitor,Office Supplies,1594.55,10,0.2,-386.52
557,CA-2019-116895,Storage Drawer,Technology,554.48,5,0.1,-103.72
558,CA-2022-518705,Desk Lamp,Furniture,1216.36,8,0.3,141.47
559,CA-2022-335821,Storage Drawer,Office Supplies,1518.23,7,0.3,58.03
560,CA-2020-121292,Office Chair,Office Supplies,1292.43,5,0.1,204.07
561,CA-2021-604015,Laptop Stand,Technology,1863.78,5,0.1,-166.99
562,CA-2019-103580,Keyboard,Office Supplies,1616.28,2,0.2,-282.22
563,CA-2019-792216,Desk Lamp,Furniture,924.56,4,0.4,45.44
564,CA-2020-813028,Desk Accessories,Furniture,1967.43,8,0.1,531.1
565,CA-2024-699391,Notebook,Furniture,362.28,5,0.2,83.43
566,CA-2021-198130,Storage Drawer,Technology,1405.33,6,0.0,372.06
567,CA-2023-868471,Printer,Technology,662.86,4,0.2,147.3
568,CA-2021-336432,Printer,Office Supplies,1447.32,10,0.2,346.95
569,CA-2022-861456,Printer,Technology,960.05,3,0.0,309.51
570,CA-2021-501667,Binder,Furniture,1191.52,4,0.0,33.04
571,CA-2021-912006,Mouse,Office Supplies,1151.75,1,0.3,-235.87
572,CA-2022-759362,Laptop Stand,Furniture,200.42,9,0.2,19.74
573,CA-2022-501896,Keyboard,Office Supplies,1485.03,9,0.2,-250.4
574,CA-2024-556678,Desk Lamp,Office Supplies,778.81,9,0.0,169.81
575,CA-2021-605155,Mouse,Office Supplies,1060.11,8,0.3,293.23
576,CA-2021-587940,Conference Table,Office Supplies,731.45,8,0.4,41.45
577,CA-2020-953965,Desk Accessories,Technology,462.47,5,0.4,8.21
578,CA-2021-410249,Printer,Technology,623.54,4,0.1,-10.53
579,CA-2019-634434,Desk Lamp,Technology,1334.7,2,0.3,-44.05
580,CA-2022-780020,Printer,Office Supplies,534.09,7,0.4,154.62
581,CA-2023-996141,Desk Lamp,Office Supplies,473.47,8,0.2,59.4
582,CA-2022-815374,Office Chair,Office Supplies,1160.28,7,0.2,-208.55
583,CA-2024-544098,Office Chair,Technology,1458.7,7,0.4,242.69
584,CA-2023-131244,Desk Accessories,Furniture,1800.53,1,0.0,-19.49
585,CA-2023-295062,Desk Accessories,Office Supplies,1943.57,5,0.0,-450.73
586,CA-2019-273798,Address Labels,Technology,1369.63,8,0.2,313.46
587,CA-2021-678450,Notebook,Technology,1407.33,6,0.0,-34.35
588,CA-2020-942060,Printer,Office Supplies,1429.21,5,0.4,-15.12
589,CA-2022-985810,Desk Accessories,Office Supplies,75.17,7,0.2,-1.39
590,CA-2019-257333,Monitor,Furniture,947.24,1,0.4,72.04
591,CA-2021-479851,Paper Shredder,Technology,1547.68,8,0.3,-225.71
592,CA-2021-774187,Binder,Furniture,1273.02,1,0.0,344.33
593,CA-2024-438120,Paper Shredder,Office Supplies,140.31,9,0.4,-18.52
594,CA-2020-536048,Mouse,Office Supplies,1295.81,2,0.3,-129.29
595,CA-2020-583095,Notebook,Furniture,1507.76,4,0.4,-102.47
596,CA-2022-203604,Bookcase,Technology,1051.28,1,0.2,91.58
597,CA-2019-491532,Paper Shredder,Furniture,1714.76,10,0.0,346.18
598,CA-2019-505110,Conference Table,Office Supplies,618.26,2,0.4,11.19
599,CA-2024-968131,Keyboard,Office Supplies,1039.06,7,0.2,-186.48
600,CA-2023-392871,Notebook,Technology,1382.48,1,0.3,217.97
601,CA-2023-125849,Desk Lamp,Technology,267.36,8,0.2,-41.05
602,CA-2021-441192,Desk Accessories,Office Supplies,145.07,8,0.4,32.74
603,CA-2023-161390,Printer,Technology,286.52,9,0.3,11.87
604,CA-2024-771880,Bookcase,Technology,1017.08,3,0.3,72.5
605,CA-2021-638242,Conference Table,Office Supplies,1865.75,1,0.2,-368.12
606,CA-2023-680021,Notebook,Furniture,1588.11,7,0.3,124.54
607,CA-2023-673590,Monitor,Office Supplies,1604.46,4,0.1,72.58
608,CA-2020-700265,Storage Drawer,Furniture,1600.3,7,0.2,-363.62
609,CA-2020-609885,Desk Accessories,Office Supplies,866.77,10,0.4,-50.48
610,CA-2020-250430,Monitor,Technology,1688.82,4,0.3,-359.5
611,CA-2019-323755,Monitor,Furniture,84.03,1,0.1,-10.2
612,CA-2022-452339,Storage Drawer,Office Supplies,1468.28,2,0.2,330.25
613,CA-2024-554927,Paper Shredder,Technology,1643.48,2,0.0,168.86
614,CA-2020-668289,Desk Accessories,Furniture,303.14,7,0.2,48.8
615,CA-2023-648623,Mouse,Furniture,342.03,1,0.2,-17.63
616,CA-2021-701330,Notebook,Office Supplies,367.41,9,0.0,91.0
617,CA-2021-577230,Office Chair,Office Supplies,867.87,4,0.1,293.2
618,CA-2022-457506,Mouse,Technology,270.7,8,0.2,-0.2
619,CA-2022-251791,Conference Table,Office Supplies,39.13,5,0.1,11.09
620,CA-2019-486099,Desk Accessories,Furniture,1524.57,5,0.0,448.46
621,CA-2020-436623,Office Chair,Technology,1900.26,6,0.0,66.9
622,CA-2023-732659,Monitor,Office Supplies,782.71,10,0.0,-114.17
623,CA-2022-456995,Bookcase,Technology,1743.73,1,0.2,-146.49
624,CA-2023-708459,Storage Drawer,Office Supplies,129.84,1,0.3,11.67
625,CA-2021-294176,Desk Accessories,Furniture,1393.3,2,0.4,2.04
626,CA-2022-412437,Office Chair,Office Supplies,454.35,7,0.0,8.98
627,CA-2020-130685,Office Chair,Furniture,412.97,8,0.1,-29.79
628,CA-2019-668528,Keyboard,Furniture,795.97,5,0.3,-50.55
629,CA-2022-551507,Conference Table,Office Supplies,1985.86,6,0.4,-47.73
630,CA-2021-617785,Storage Drawer,Furniture,1671.22,1,0.3,-262.33
631,CA-2022-339323,Monitor,Furniture,145.31,5,0.1,-20.8
632,CA-2019-593322,Storage Drawer,Office Supplies,170.06,3,0.0,23.0
633,CA-2024-113961,Keyboard,Furniture,170.69,3,0.4,38.17
634,CA-2020-546804,Bookcase,Technology,413.7,10,0.2,6.8
635,CA-2024-924682,Keyboard,Furniture,393.95,7,0.3,64.87
636,CA-2023-707565,Desk Accessories,Office Supplies,1028.38,5,0.4,88.66
637,CA-2021-793756,Office Chair,Office Supplies,1117.81,5,0.1,-68.45
638,CA-2022-307510,Desk Lamp,Technology,1013.97,5,0.4,3.6
639,CA-2024-839365,Address Labels,Furniture,519.44,8,0.2,5.23
640,CA-2022-427505,Bookcase,Office Supplies,1118.48,4,0.4,11.36
641,CA-2020-744716,Mouse,Office Supplies,545.73,3,0.2,-4.81
642,CA-2021-243324,Binder,Office Supplies,433.32,3,0.4,30.69
643,CA-2020-788896,Keyboard,Office Supplies,1639.7,4,0.0,371.68
644,CA-2020-260941,Mouse,Furniture,1434.3,9,0.4,274.72
645,CA-2022-195363,Address Labels,Office Supplies,87.66,2,0.0,1.56
646,CA-2023-104090,Notebook,Technology,50.55,7,0.2,-10.98
647,CA-2020-819494,Laptop Stand,Office Supplies,208.55,1,0.2,-34.11
648,CA-2024-640023,Mouse,Furniture,907.95,8,0.0,223.06
649,CA-2021-828987,Address Labels,Furniture,124.52,1,0.1,42.49
650,CA-2022-526708,Keyboard,Furniture,44.59,6,0.1,11.66
651,CA-2024-919060,Desk Accessories,Furniture,1631.91,9,0.3,-366.84
652,CA-2020-818953,Printer,Furniture,665.54,5,0.1,-97.5
653,CA-2023-148152,Desk Lamp,Office Supplies,492.02,1,0.0,142.34
654,CA-2023-689023,Office Chair,Furniture,103.72,2,0.0,-15.07
655,CA-2023-734180,Conference Table,Office Supplies,686.13,2,0.4,174.62
656,CA-2022-174972,Paper Shredder,Technology,1266.08,6,0.2,95.17
657,CA-2024-797011,Office Chair,Office Supplies,1188.44,2,0.3,-68.23
658,CA-2023-911695,Mouse,Furniture,951.98,7,0.2,179.73
659,CA-2019-277694,Address Labels,Furniture,1601.63,9,0.1,74.91
660,CA-2024-595390,Mouse,Office Supplies,97.29,2,0.2,-4.15
661,CA-2023-124533,Mouse,Technology,819.56,8,0.4,20.39
662,CA-2022-679984,Mouse,Office Supplies,1716.09,6,0.0,93.76
663,CA-2022-834085,Mouse,Technology,1667.83,3,0.3,366.91
664,CA-2019-482399,Mouse,Technology,1113.36,8,0.2,224.03
665,CA-2022-327378,Desk Accessories,Technology,1316.85,8,0.1,-6.38
666,CA-2022-637513,Storage Drawer,Office Supplies,1491.17,7,0.4,143.66
667,CA-2019-233792,Paper Shredder,Office Supplies,1339.22,1,0.4,-24.99
668,CA-2023-283151,Address Labels,Office Supplies,581.06,8,0.3,-24.76
669,CA-2023-924680,Monitor,Furniture,1226.09,9,0.3,281.33
670,CA-2019-347059,Address Labels,Technology,256.58,3,0.2,-46.47
671,CA-2023-187939,Laptop Stand,Furniture,1990.76,10,0.4,-144.61
672,CA-2020-960998,Address Labels,Technology,1059.57,6,0.3,-197.5
673,CA-2024-629397,Desk Accessories,Office Supplies,1528.58,7,0.4,-76.12
674,CA-2020-683977,Bookcase,Technology,1749.32,8,0.2,-227.84
675,CA-2021-870283,Paper Shredder,Technology,1907.09,3,0.3,117.23
676,CA-2023-209915,Address Labels,Technology,1383.1,1,0.2,476.4
677,CA-2023-446259,Mouse,Technology,868.59,3,0.2,-207.25
678,CA-2019-382962,Mouse,Furniture,157.59,5,0.0,10.13
679,CA-2021-694962,Paper Shredder,Technology,1745.71,10,0.1,169.68
680,CA-2022-452866,Keyboard,Technology,1797.49,4,0.1,57.71
681,CA-2021-461502,Monitor,Office Supplies,1972.22,7,0.2,677.68
682,CA-2024-652767,Storage Drawer,Office Supplies,1919.21,1,0.0,-162.94
683,CA-2019-719725,Notebook,Office Supplies,1227.44,2,0.4,-167.35
684,CA-2022-958336,Bookcase,Furniture,932.43,4,0.4,-216.16
685,CA-2024-615334,Keyboard,Furniture,1689.19,1,0.2,148.2
686,CA-2020-154660,Desk Accessories,Technology,651.85,5,0.2,-117.74
687,CA-2024-684306,Conference Table,Office Supplies,1363.97,5,0.2,-150.59
688,CA-2019-255741,Storage Drawer,Furniture,1686.02,2,0.0,-80.3
689,CA-2022-867493,Storage Drawer,Furniture,132.55,6,0.1,12.01
690,CA-2023-729740,Office Chair,Furniture,1405.34,7,0.0,-324.58
691,CA-2019-207874,Bookcase,Technology,144.6,7,0.1,-5.13
692,CA-2024-838616,Printer,Office Supplies,1316.43,6,0.1,457.01
693,CA-2024-546233,Printer,Furniture,1168.85,4,0.0,297.86
694,CA-2020-280008,Storage Drawer,Furniture,1724.32,1,0.1,305.54
695,CA-2020-767267,Laptop Stand,Technology,495.07,5,0.3,44.22
696,CA-2020-218404,Desk Lamp,Furniture,452.33,6,0.2,140.19
697,CA-2020-302319,Conference Table,Furniture,1295.96,9,0.0,383.73
698,CA-2019-268219,Binder,Technology,417.87,3,0.0,114.11
699,CA-2023-297871,Office Chair,Furniture,1922.06,7,0.0,-422.05
700,CA-2023-939117,Keyboard,Technology,1582.54,3,0.1,26.95
701,CA-2023-307772,Laptop Stand,Technology,811.8,8,0.2,-121.48
702,CA-2021-254442,Conference Table,Furniture,698.86,6,0.0,215.9
703,CA-2021-724857,Printer,Furniture,615.37,10,0.2,-78.06
704,CA-2019-623272,Conference Table,Technology,1740.71,3,0.4,-138.62
705,CA-2020-838255,Laptop Stand,Technology,420.25,8,0.3,62.89
706,CA-2021-551018,Printer,Office Supplies,1574.09,5,0.3,-368.5
707,CA-2022-965265,Laptop Stand,Technology,1629.03,3,0.1,-121.86
708,CA-2019-413475,Office Chair,Office Supplies,21.21,5,0.1,5.27
709,CA-2023-431852,Desk Accessories,Technology,148.61,9,0.2,-24.89
710,CA-2023-528633,Laptop Stand,Furniture,1936.78,6,0.0,557.83
711,CA-2019-853211,Monitor,Furniture,1112.07,4,0.3,276.75
712,CA-2024-843071,Bookcase,Technology,1882.73,1,0.0,503.77
713,CA-2020-820138,Mouse,Furniture,1123.98,2,0.1,46.54
714,CA-2022-487946,Address Labels,Furniture,1278.28,3,0.3,207.02
715,CA-2024-288350,Notebook,Furniture,1113.34,6,0.2,-169.5
716,CA-2024-634014,Storage Drawer,Furniture,358.98,1,0.0,111.83
717,CA-2019-563669,Bookcase,Office Supplies,1876.09,7,0.2,503.52
718,CA-2022-451936,Paper Shredder,Furniture,1836.66,2,0.1,46.21
719,CA-2023-361487,Desk Accessories,Technology,1367.93,1,0.3,-24.0
720,CA-2024-863208,Binder,Office Supplies,1520.9,1,0.4,-286.46
721,CA-2019-270564,Keyboard,Furniture,163.18,7,0.3,44.68
722,CA-2023-805033,Bookcase,Technology,1481.65,5,0.0,-147.38
723,CA-2021-753349,Desk Lamp,Office Supplies,1012.61,1,0.0,-111.99
724,CA-2020-534171,Printer,Office Supplies,333.19,7,0.3,116.33
725,CA-2024-543597,Bookcase,Office Supplies,1470.59,2,0.2,-79.29
726,CA-2020-146186,Paper Shredder,Office Supplies,641.02,9,0.1,-79.96
727,CA-2023-997157,Mouse,Office Supplies,710.55,9,0.0,157.76
728,CA-2024-743022,Conference Table,Technology,671.35,4,0.4,113.43
729,CA-2022-236731,Desk Lamp,Furniture,1163.15,6,0.4,287.03
730,CA-2021-461769,Office Chair,Technology,581.24,8,0.1,130.23
731,CA-2021-154812,Desk Accessories,Office Supplies,342.61,1,0.1,18.7
732,CA-2021-196565,Bookcase,Furniture,1600.22,6,0.1,209.03
733,CA-2023-462208,Paper Shredder,Office Supplies,1088.61,2,0.3,-207.58
734,CA-2019-439255,Conference Table,Technology,329.43,5,0.1,89.45
735,CA-2023-671688,Bookcase,Furniture,1576.88,9,0.3,-113.15
736,CA-2023-665115,Desk Accessories,Office Supplies,1233.47,3,0.2,81.47
737,CA-2022-626611,Keyboard,Office Supplies,407.95,3,0.4,122.54
738,CA-2021-592381,Monitor,Technology,244.85,3,0.4,-5.9
739,CA-2020-569476,Binder,Technology,1880.02,8,0.4,-80.03
740,CA-2019-321605,Mouse,Furniture,641.33,3,0.2,186.19
741,CA-2024-928048,Binder,Office Supplies,1909.98,8,0.1,-467.24
742,CA-2022-933943,Address Labels,Technology,1385.88,2,0.3,-226.66
